dataset,time (s)
o3_1000,0.06073866667
o3_10000,0.058772
o3_100000,0.05815033333
o3_1000000,0.0578
o3_10000000,0.05983066667
none_1000,0.05541533333
none_10000,0.05464533333
none_100000,0.052294
none_1000000,0.3025
none_10000000,3.029455667
